profile_pic,username_digit_ratio,description_length,private,posts_count,followers_count,follows_count,fake,source_dataset
1,0.0,0,1,165,393,463,0,instafake
1,0.0,119,0,8,261,299,0,instafake
1,0.0,15,1,124,421,424,0,instafake
1,0.0,24,1,21,114,115,0,instafake
1,0.0,71,1,17,200,224,0,instafake
1,0.0,0,0,26,260,349,0,instafake
1,0.0,49,1,128,227,342,0,instafake
1,0.0,16,1,9,481,531,0,instafake
1,0.0,0,0,1,272,918,0,instafake
1,0.0,32,1,12,438,339,0,instafake
1,0.0,22,0,79,772,669,0,instafake
1,0.0,3,1,0,217,198,0,instafake
1,0.0,33,0,24,654,679,0,instafake
1,0.0,0,1,223,336,598,0,instafake
1,0.0,0,1,114,210,367,0,instafake
1,0.0,148,1,146,269,127,0,instafake
1,0.0,106,1,29,239,324,0,instafake
1,0.0,12,0,107,365,627,0,instafake
1,0.0,16,1,438,218,316,0,instafake
1,0.0,40,1,10,323,373,0,instafake
1,0.0,19,1,17,249,234,0,instafake
1,0.0,0,1,74,245,423,0,instafake
1,0.0,33,1,154,508,723,0,instafake
1,0.23529411764705882,32,1,1,304,298,0,instafake
1,0.0,136,0,113,3257,3511,0,instafake
1,0.0,43,1,6,420,417,0,instafake
1,0.0,10,1,52,209,257,0,instafake
1,0.15384615384615385,127,1,107,1669,996,0,instafake
1,0.0,0,1,4,81,52,0,instafake
1,0.0,0,1,13,415,439,0,instafake
1,0.0,0,1,0,129,152,0,instafake
1,0.0,0,1,85,165,181,0,instafake
1,0.0,19,1,0,273,297,0,instafake
1,0.0,41,0,17,338,330,0,instafake
1,0.0,0,0,53,225,446,0,instafake
1,0.0,19,1,19,449,410,0,instafake
1,0.0,105,1,276,594,863,0,instafake
1,0.0,23,1,39,679,764,0,instafake
1,0.0,41,1,95,569,539,0,instafake
1,0.0,0,1,73,540,543,0,instafake
1,0.0,25,1,30,441,368,0,instafake
1,0.0,37,1,120,570,455,0,instafake
1,0.0,16,0,69,367,1114,0,instafake
1,0.0,59,0,21,634,648,0,instafake
1,0.0,18,0,78,687,539,0,instafake
1,0.0,9,1,8,160,169,0,instafake
1,0.0,32,1,65,566,464,0,instafake
1,0.0,0,1,9,113,148,0,instafake
1,0.0,52,1,68,670,547,0,instafake
1,0.0,18,1,4,501,465,0,instafake
1,0.0,0,1,5,369,396,0,instafake
1,0.0,41,1,17,363,355,0,instafake
1,0.0,0,1,2,218,255,0,instafake
1,0.0,29,1,46,446,489,0,instafake
1,0.0,25,1,23,404,392,0,instafake
1,0.0,60,0,110,426,486,0,instafake
1,0.16666666666666666,131,1,75,207,201,0,instafake
1,0.2,17,1,4,200,229,0,instafake
1,0.0,44,1,56,606,722,0,instafake
1,0.0,9,1,4,191,280,0,instafake
1,0.0,14,0,71,414,440,0,instafake
1,0.0,0,1,32,698,705,0,instafake
1,0.0,33,1,31,510,669,0,instafake
1,0.0,43,1,9,233,242,0,instafake
1,0.0,18,0,75,361,358,0,instafake
1,0.125,0,1,60,200,204,0,instafake
1,0.0,0,1,22,222,185,0,instafake
1,0.0,0,1,7,148,196,0,instafake
1,0.0,0,1,2,274,309,0,instafake
1,0.0,0,0,0,209,240,0,instafake
1,0.0,20,1,6,301,477,0,instafake
1,0.0,39,1,11,116,162,0,instafake
1,0.0,0,1,7,207,196,0,instafake
1,0.0,18,1,36,199,272,0,instafake
1,0.0,0,1,76,289,451,0,instafake
1,0.0,49,0,37,513,520,0,instafake
1,0.0,0,1,0,105,174,0,instafake
1,0.0,25,0,21,695,635,0,instafake
1,0.0,0,1,16,540,604,0,instafake
1,0.0,0,1,7,337,482,0,instafake
1,0.0,48,1,34,625,703,0,instafake
1,0.0,11,0,4,175,313,0,instafake
1,0.0,26,1,33,358,315,0,instafake
1,0.0,37,0,26,616,564,0,instafake
1,0.0,50,1,181,600,719,0,instafake
1,0.0,12,1,12,236,226,0,instafake
1,0.0,0,1,50,325,335,0,instafake
1,0.07692307692307693,0,1,48,384,410,0,instafake
1,0.0,8,1,6,256,308,0,instafake
1,0.0,0,1,14,113,112,0,instafake
1,0.2857142857142857,0,1,8,81,142,0,instafake
1,0.0,38,1,19,380,500,0,instafake
1,0.0,0,0,0,270,493,0,instafake
1,0.15384615384615385,20,1,95,427,981,0,instafake
1,0.0,32,1,48,386,482,0,instafake
1,0.0,79,0,116,65,67,0,instafake
1,0.0,26,0,0,315,363,0,instafake
1,0.0,0,1,5,69,100,0,instafake
1,0.0,56,1,33,339,476,0,instafake
1,0.0,42,0,2,156,199,0,instafake
1,0.0,45,1,5,288,304,0,instafake
1,0.17647058823529413,0,1,2,101,109,0,instafake
1,0.0,0,0,9,358,336,0,instafake
1,0.0,13,1,16,467,519,0,instafake
1,0.0,51,0,13,318,306,0,instafake
1,0.0,6,1,88,352,575,0,instafake
1,0.0,34,1,53,256,344,0,instafake
1,0.0,17,1,20,228,320,0,instafake
1,0.0,0,0,25,257,252,0,instafake
1,0.0,78,1,12,240,492,0,instafake
1,0.0,0,1,1,203,256,0,instafake
1,0.0,7,1,2,79,80,0,instafake
1,0.0,21,1,42,431,463,0,instafake
1,0.0,11,1,13,217,266,0,instafake
1,0.0,0,1,114,423,523,0,instafake
1,0.0,0,0,8,142,224,0,instafake
1,0.0,25,1,26,432,410,0,instafake
1,0.0,23,1,44,310,357,0,instafake
1,0.0,35,1,23,333,358,0,instafake
1,0.0,0,1,21,202,201,0,instafake
1,0.0,30,1,44,421,565,0,instafake
1,0.2,34,1,45,449,481,0,instafake
1,0.0,8,1,9,318,318,0,instafake
1,0.0,29,1,10,371,370,0,instafake
1,0.0,19,1,22,262,265,0,instafake
1,0.0,0,1,13,588,497,0,instafake
1,0.0,16,0,111,636,632,0,instafake
1,0.0,44,1,105,266,257,0,instafake
1,0.0,0,0,393,204,126,0,instafake
1,0.13333333333333333,19,0,216,514,573,0,instafake
1,0.0,52,1,58,450,708,0,instafake
1,0.0,0,1,76,406,478,0,instafake
1,0.0,0,1,298,397,371,0,instafake
1,0.13333333333333333,0,0,131,1078,179,0,instafake
1,0.0,30,1,52,523,396,0,instafake
1,0.0,0,1,12,255,246,0,instafake
1,0.0,24,1,11,87,95,0,instafake
1,0.0,20,1,4,133,135,0,instafake
1,0.0,13,1,8,197,267,0,instafake
1,0.0,0,1,76,709,692,0,instafake
1,0.0,0,1,26,296,291,0,instafake
1,0.0,17,0,35,198,198,0,instafake
1,0.0,98,1,272,619,793,0,instafake
1,0.0,0,1,1,174,172,0,instafake
1,0.0,0,1,2,190,184,0,instafake
1,0.0,0,1,28,198,233,0,instafake
1,0.0,0,1,114,324,323,0,instafake
1,0.0,0,1,24,251,257,0,instafake
1,0.0,0,1,2,218,255,0,instafake
1,0.0,0,1,51,224,287,0,instafake
1,0.0,0,1,36,293,259,0,instafake
1,0.0,73,1,71,155,359,0,instafake
1,0.0,49,0,24,204,263,0,instafake
1,0.16666666666666666,67,1,12,512,365,0,instafake
1,0.2,139,1,19,257,291,0,instafake
1,0.0,0,1,31,213,245,0,instafake
1,0.0,0,1,5,369,396,0,instafake
1,0.0,0,1,96,309,323,0,instafake
1,0.0,0,1,27,472,534,0,instafake
1,0.0,0,1,28,202,340,0,instafake
1,0.0,0,0,147,272,240,0,instafake
1,0.0,20,1,12,303,341,0,instafake
1,0.0,0,1,9,189,190,0,instafake
1,0.0,18,1,32,455,449,0,instafake
1,0.0,17,1,25,634,618,0,instafake
1,0.0,134,0,84,541,516,0,instafake
1,0.0,64,1,152,450,473,0,instafake
1,0.0,0,0,3,143,237,0,instafake
1,0.0,1,1,149,467,681,0,instafake
1,0.0,43,0,332,1050,820,0,instafake
1,0.09090909090909091,0,1,3,194,278,0,instafake
1,0.0,0,0,1,55,31,0,instafake
1,0.0,0,1,94,462,682,0,instafake
1,0.0,0,1,79,455,603,0,instafake
1,0.0,0,1,55,246,267,0,instafake
1,0.0,0,1,5,116,214,0,instafake
1,0.0,0,1,24,97,156,0,instafake
1,0.0,35,1,175,1507,1198,0,instafake
1,0.0,0,0,199,196,270,0,instafake
1,0.0,0,1,271,304,450,0,instafake
1,0.0,14,1,25,488,546,0,instafake
1,0.0,39,1,102,464,684,0,instafake
1,0.18181818181818182,1,1,414,894,874,0,instafake
1,0.0,78,0,161,871,841,0,instafake
1,0.0,32,1,396,281,560,0,instafake
1,0.0,0,1,491,1170,1355,0,instafake
1,0.0,72,1,273,474,935,0,instafake
1,0.0,40,1,367,489,570,0,instafake
1,0.0,0,1,65,604,674,0,instafake
1,0.0,29,1,9,964,861,0,instafake
1,0.0,0,1,397,359,386,0,instafake
1,0.0,9,1,471,523,782,0,instafake
1,0.0,1,1,984,615,1187,0,instafake
1,0.0,41,0,80,894,720,0,instafake
1,0.0,21,0,127,420,457,0,instafake
1,0.18181818181818182,40,1,12,495,491,0,instafake
1,0.0,0,0,60,557,703,0,instafake
1,0.0,8,1,204,403,449,0,instafake
1,0.0,103,1,67,450,579,0,instafake
1,0.0,0,1,206,242,273,0,instafake
1,0.0,144,1,102,381,1319,0,instafake
1,0.0,0,0,312,736,662,0,instafake
1,0.0,13,1,7,625,977,0,instafake
1,0.0,36,1,13,372,362,0,instafake
1,0.0,133,1,234,550,555,0,instafake
1,0.0,0,0,79,150,184,0,instafake
1,0.0,70,1,579,407,464,0,instafake
1,0.0,0,0,263,1017,1201,0,instafake
1,0.0,0,1,22,148,426,0,instafake
1,0.0,38,0,289,1209,1093,0,instafake
1,0.0,0,1,300,382,691,0,instafake
1,0.0,15,0,732,520,604,0,instafake
1,0.0,0,1,582,1002,1089,0,instafake
1,0.0,24,1,166,305,386,0,instafake
1,0.0,0,1,16,619,937,0,instafake
1,0.0,24,1,38,619,750,0,instafake
1,0.0,45,1,69,719,607,0,instafake
1,0.0,1,1,16,108,125,0,instafake
1,0.0,0,1,67,343,388,0,instafake
1,0.0,0,1,69,323,405,0,instafake
1,0.0,101,0,126,1020,1048,0,instafake
1,0.0,0,0,266,982,979,0,instafake
1,0.0,0,1,104,416,460,0,instafake
1,0.0,0,1,134,511,916,0,instafake
1,0.0,32,0,16,511,563,0,instafake
1,0.0,0,1,38,403,490,0,instafake
1,0.0,0,1,68,319,429,0,instafake
1,0.0,0,1,169,213,406,0,instafake
1,0.0,0,1,12,199,228,0,instafake
1,0.4,23,1,27,211,255,0,instafake
1,0.0,0,1,9,214,208,0,instafake
1,0.0,4,1,15,875,878,0,instafake
1,0.0,64,1,36,907,927,0,instafake
1,0.0,0,1,112,299,540,0,instafake
1,0.0,0,1,91,625,921,0,instafake
1,0.0,11,1,44,238,410,0,instafake
1,0.0,0,1,37,167,294,0,instafake
1,0.0,0,1,15,509,690,0,instafake
1,0.0,0,0,1,210,238,0,instafake
1,0.0,8,1,373,366,377,0,instafake
1,0.0,0,1,93,475,551,0,instafake
1,0.0,14,1,103,330,272,0,instafake
1,0.0,0,0,19,362,373,0,instafake
1,0.0,22,1,21,248,289,0,instafake
1,0.0,27,1,52,379,531,0,instafake
1,0.0,0,1,15,431,688,0,instafake
1,0.0,89,0,37,609,719,0,instafake
1,0.0,0,1,98,548,480,0,instafake
1,0.0,16,1,314,428,413,0,instafake
1,0.0,0,1,308,361,1066,0,instafake
1,0.0,25,1,26,775,691,0,instafake
1,0.0,41,1,179,543,1020,0,instafake
1,0.0,4,1,5,383,419,0,instafake
1,0.09090909090909091,0,1,20,103,143,0,instafake
1,0.0,0,1,98,367,361,0,instafake
1,0.0,18,1,99,321,295,0,instafake
1,0.0,31,1,36,146,134,0,instafake
1,0.14285714285714285,0,1,0,219,337,0,instafake
1,0.0,1,1,54,302,362,0,instafake
1,0.0,0,1,130,379,484,0,instafake
1,0.0,0,1,26,468,504,0,instafake
1,0.0,0,1,69,645,694,0,instafake
1,0.0,48,1,42,251,321,0,instafake
1,0.0,0,1,69,276,352,0,instafake
1,0.0,7,1,80,302,307,0,instafake
1,0.0,0,1,20,357,593,0,instafake
1,0.0,0,1,3,251,292,0,instafake
1,0.0,23,0,5,824,962,0,instafake
1,0.0,0,1,100,549,545,0,instafake
1,0.0,1,1,184,552,639,0,instafake
1,0.0,25,1,164,409,407,0,instafake
1,0.0,0,0,38,362,332,0,instafake
1,0.0,0,1,26,374,449,0,instafake
1,0.0,33,1,223,601,509,0,instafake
1,0.0,18,0,62,723,649,0,instafake
1,0.0,24,1,19,473,531,0,instafake
1,0.25,21,1,30,536,669,0,instafake
1,0.0,0,1,240,404,458,0,instafake
1,0.0,0,1,217,516,764,0,instafake
1,0.0,0,0,142,406,392,0,instafake
1,0.0,0,1,44,400,835,0,instafake
1,0.0,0,1,107,1933,995,0,instafake
1,0.0,0,1,150,500,667,0,instafake
1,0.0,0,1,185,447,749,0,instafake
1,0.0,1,1,517,439,910,0,instafake
1,0.0,25,0,445,1054,1538,0,instafake
1,0.0,0,0,11,208,571,0,instafake
1,0.0,125,1,66,349,806,0,instafake
1,0.0,7,1,37,427,594,0,instafake
1,0.07692307692307693,0,1,0,323,505,0,instafake
1,0.0,51,1,9,341,440,0,instafake
1,0.0,0,1,12,104,120,0,instafake
1,0.0,31,1,1,272,302,0,instafake
1,0.0,18,1,15,170,181,0,instafake
1,0.0,43,1,67,381,515,0,instafake
1,0.0,0,0,0,196,224,0,instafake
1,0.0,91,0,9,141,96,0,instafake
1,0.0,0,1,5,273,392,0,instafake
1,0.0,0,1,30,1221,999,0,instafake
1,0.0,56,1,22,402,478,0,instafake
1,0.0,0,1,37,260,390,0,instafake
1,0.25,0,1,3,180,224,0,instafake
1,0.0,0,0,5,137,1096,0,instafake
1,0.4,0,1,13,43,48,0,instafake
1,0.0,27,1,102,404,408,0,instafake
1,0.0,0,1,227,719,1107,0,instafake
1,0.0,96,1,118,771,1743,0,instafake
1,0.0,30,1,81,271,771,0,instafake
1,0.0,0,0,143,124,115,0,instafake
1,0.0,0,1,11,102,264,0,instafake
1,0.0,0,1,0,109,154,0,instafake
1,0.0,25,1,27,422,466,0,instafake
1,0.2222222222222222,24,1,5,544,371,0,instafake
1,0.0,0,1,23,284,315,0,instafake
1,0.0,46,0,469,1083,1066,0,instafake
1,0.0,0,1,6,647,454,0,instafake
1,0.0,0,0,62,172,141,0,instafake
1,0.0,0,1,80,255,308,0,instafake
1,0.16666666666666666,84,1,86,718,917,0,instafake
1,0.0,14,0,46,120,135,0,instafake
1,0.0,0,0,13,531,480,0,instafake
1,0.25,103,1,2,136,162,0,instafake
1,0.0,63,1,29,661,628,0,instafake
1,0.4444444444444444,0,1,0,70,90,0,instafake
1,0.0,0,1,98,1562,1213,0,instafake
1,0.0,28,1,770,1483,1498,0,instafake
1,0.0,133,0,284,1087,922,0,instafake
1,0.0,29,0,211,911,561,0,instafake
1,0.0,14,0,228,1257,857,0,instafake
1,0.0,0,1,12,433,490,0,instafake
1,0.0,19,1,15,267,319,0,instafake
1,0.16666666666666666,0,1,36,163,109,0,instafake
1,0.0,0,1,27,196,207,0,instafake
1,0.0,10,0,2,260,296,0,instafake
1,0.0,0,1,37,192,145,0,instafake
1,0.0,24,0,45,187,191,0,instafake
1,0.0,27,1,35,579,504,0,instafake
1,0.2857142857142857,0,0,96,442,719,0,instafake
1,0.15384615384615385,0,0,0,5,4,0,instafake
1,0.0,0,1,203,309,827,0,instafake
1,0.0,0,1,5,189,332,0,instafake
1,0.0,0,1,43,522,493,0,instafake
1,0.3333333333333333,0,1,15,43,30,0,instafake
1,0.16666666666666666,0,0,0,59,89,0,instafake
1,0.0,0,0,0,168,10,0,instafake
1,0.0,0,1,1,213,274,0,instafake
1,0.23076923076923078,28,1,36,56,153,0,instafake
1,0.18181818181818182,0,1,22,294,307,0,instafake
1,0.0,0,1,50,290,656,0,instafake
1,0.0,0,1,53,488,1071,0,instafake
1,0.3333333333333333,0,0,31,384,455,0,instafake
1,0.0,38,1,78,390,520,0,instafake
1,0.0,24,0,112,1342,712,0,instafake
1,0.0,18,1,227,486,651,0,instafake
0,0.0,0,1,0,94,123,0,instafake
1,0.0,57,1,100,603,496,0,instafake
1,0.0,0,0,60,445,449,0,instafake
1,0.0,0,1,2,260,161,0,instafake
1,0.0,13,1,59,484,412,0,instafake
1,0.0,0,1,475,461,700,0,instafake
1,0.0,71,1,27,248,197,0,instafake
1,0.0,0,1,49,296,495,0,instafake
1,0.0,0,1,82,200,304,0,instafake
1,0.0,1,1,502,511,873,0,instafake
1,0.0,0,0,50,728,307,0,instafake
1,0.0,124,0,118,969,944,0,instafake
1,0.0,0,1,74,225,307,0,instafake
1,0.4,0,1,21,237,492,0,instafake
1,0.0,54,1,61,115,160,0,instafake
1,0.25,0,1,1,5,13,0,instafake
1,0.0,8,1,31,284,289,0,instafake
1,0.0,24,1,6,207,225,0,instafake
1,0.0,0,1,1,106,147,0,instafake
1,0.0,0,1,10,220,367,0,instafake
1,0.4,11,1,0,39,43,0,instafake
0,0.0,0,1,3,311,412,0,instafake
1,0.0,0,1,46,372,374,0,instafake
1,0.0,0,0,1,42,8,0,instafake
1,0.0,30,1,65,368,459,0,instafake
1,0.0,0,1,13,566,585,0,instafake
1,0.0,42,1,108,615,830,0,instafake
1,0.0,52,1,12,174,26,0,instafake
1,0.0,0,1,209,847,958,0,instafake
1,0.0,150,1,615,1121,1118,0,instafake
1,0.16666666666666666,4,1,2,245,208,0,instafake
1,0.0,0,1,104,374,445,0,instafake
1,0.0,0,0,64,505,498,0,instafake
1,0.0,33,1,176,341,1049,0,instafake
1,0.0,1,1,288,433,543,0,instafake
1,0.15384615384615385,0,1,23,499,758,0,instafake
1,0.0,0,1,25,310,349,0,instafake
1,0.0,40,1,799,330,422,0,instafake
1,0.0,24,0,109,527,659,0,instafake
1,0.0,0,1,0,79,90,0,instafake
1,0.0,1,1,170,456,653,0,instafake
1,0.0,48,1,41,319,378,0,instafake
1,0.0,0,0,4,169,39,0,instafake
1,0.0,23,1,47,403,470,0,instafake
1,0.0,31,1,84,550,485,0,instafake
1,0.0,5,1,113,972,732,0,instafake
1,0.0,0,1,59,161,168,0,instafake
1,0.0,42,0,31,584,669,0,instafake
1,0.0,0,1,52,433,453,0,instafake
1,0.0,56,1,88,512,522,0,instafake
1,0.0,0,0,17,547,790,0,instafake
1,0.0,98,1,1058,402,343,0,instafake
1,0.0,0,0,123,1801,1029,0,instafake
1,0.0,50,1,122,322,365,0,instafake
1,0.0,12,0,99,1031,719,0,instafake
1,0.0,22,0,38,846,743,0,instafake
1,0.0,5,1,67,460,380,0,instafake
1,0.08333333333333333,12,1,15,412,414,0,instafake
1,0.0,0,1,19,354,455,0,instafake
1,0.0,9,1,74,508,504,0,instafake
1,0.0,6,1,32,409,927,0,instafake
1,0.0,13,1,0,228,806,0,instafake
1,0.0,0,1,1,174,172,0,instafake
1,0.0,25,0,92,769,1115,0,instafake
1,0.0,0,1,13,559,674,0,instafake
1,0.0,23,1,38,382,346,0,instafake
1,0.0,19,1,30,338,334,0,instafake
1,0.0,0,1,56,345,362,0,instafake
1,0.0,33,1,38,419,411,0,instafake
1,0.0,9,1,75,476,462,0,instafake
1,0.0,15,1,15,348,338,0,instafake
1,0.0,0,1,36,582,623,0,instafake
1,0.0,59,1,80,479,547,0,instafake
1,0.0,14,1,38,352,333,0,instafake
1,0.0,6,1,58,581,544,0,instafake
1,0.0,39,1,49,560,500,0,instafake
1,0.0,10,1,41,525,1017,0,instafake
1,0.0,0,1,82,452,481,0,instafake
1,0.0,3,1,118,713,636,0,instafake
1,0.0,34,1,52,270,280,0,instafake
1,0.0,40,1,169,423,424,0,instafake
1,0.0,1,1,93,630,641,0,instafake
1,0.0,30,1,87,893,902,0,instafake
1,0.0,14,1,56,499,617,0,instafake
1,0.0,16,1,48,440,540,0,instafake
1,0.0,0,1,36,300,442,0,instafake
1,0.14285714285714285,8,1,15,294,386,0,instafake
1,0.0,50,1,18,428,385,0,instafake
1,0.0,0,1,72,480,481,0,instafake
1,0.0,0,0,17,726,582,0,instafake
1,0.0,26,1,596,924,832,0,instafake
1,0.0,22,1,56,631,645,0,instafake
1,0.0,22,1,94,254,352,0,instafake
1,0.0,0,1,76,406,478,0,instafake
1,0.0,0,1,99,842,797,0,instafake
1,0.0,21,1,36,647,542,0,instafake
1,0.0,0,1,50,513,442,0,instafake
1,0.0,2,1,37,338,367,0,instafake
1,0.0,98,1,272,619,793,0,instafake
1,0.0,66,1,27,938,1194,0,instafake
1,0.0,0,1,103,293,235,0,instafake
1,0.0,0,1,71,564,538,0,instafake
1,0.0,0,1,31,727,729,0,instafake
1,0.0,102,0,200,314,187,0,instafake
1,0.0,39,1,171,651,643,0,instafake
1,0.0,34,1,99,507,582,0,instafake
1,0.0,14,1,31,632,664,0,instafake
1,0.0,10,1,69,521,491,0,instafake
1,0.0,41,1,12,468,456,0,instafake
1,0.0,53,1,71,530,597,0,instafake
1,0.0,48,1,4,339,331,0,instafake
1,0.0,0,1,33,377,387,0,instafake
1,0.0,0,1,60,414,496,0,instafake
1,0.0,72,1,54,427,548,0,instafake
1,0.0,33,1,79,536,447,0,instafake
1,0.0,8,1,29,481,555,0,instafake
1,0.0,0,1,71,492,724,0,instafake
1,0.2,139,1,19,257,291,0,instafake
1,0.0,0,1,80,582,658,0,instafake
1,0.0,6,1,66,347,381,0,instafake
1,0.0,22,1,25,298,298,0,instafake
1,0.0,23,1,12,322,411,0,instafake
1,0.0,6,1,11,183,189,0,instafake
1,0.0,0,1,114,324,323,0,instafake
1,0.0,0,1,1,176,256,0,instafake
1,0.0,3,0,8,2572,693,0,instafake
1,0.0,132,0,32,3087,526,0,instafake
1,0.0,130,0,184,4492,2210,0,instafake
1,0.0,94,0,875,2082,2197,0,instafake
1,0.0,100,0,132,1011,262,0,instafake
1,0.0,49,0,5,37,413,0,instafake
1,0.11764705882352941,118,0,9,521,2397,0,instafake
1,0.14285714285714285,26,1,4,16,57,0,instafake
1,0.21428571428571427,105,0,5,222,440,0,instafake
0,0.0,0,0,1,44,3787,0,instafake
1,0.4666666666666667,0,0,172,2253,5022,0,instafake
1,0.25,111,0,3,444,604,0,instafake
1,0.0,0,0,228,360,2288,0,instafake
1,0.0,0,0,7,142,289,0,instafake
1,0.0,0,0,49,114,248,0,instafake
1,0.26666666666666666,0,0,4,340,536,0,instafake
1,0.0,7,0,8,280,691,0,instafake
1,0.0,0,0,3,93,139,0,instafake
1,0.0,12,0,20,58,170,0,instafake
1,0.0,78,0,30,247,963,0,instafake
1,0.5555555555555556,60,0,327,281,1342,0,instafake
1,0.0,15,0,3,1173,1431,0,instafake
1,0.18181818181818182,51,0,2,158,303,0,instafake
1,0.1111111111111111,0,0,6,70,808,0,instafake
1,0.0,50,0,1,1266,678,0,instafake
0,0.0,3,0,1,197,131,0,instafake
1,0.3333333333333333,12,0,2,498,148,0,instafake
1,0.14285714285714285,25,0,6,1705,578,0,instafake
0,0.0,0,1,84,449,1151,0,instafake
1,0.3,140,0,2,1022,5252,0,instafake
1,0.0,0,1,0,1,15,0,instafake
1,0.0,94,0,36,611,514,0,instafake
1,0.0,57,0,0,23,140,0,instafake
1,0.2777777777777778,0,0,25,804,2553,0,instafake
1,0.09090909090909091,68,0,5,291,84,0,instafake
1,0.0,16,0,5,77,42,0,instafake
1,0.0,31,0,3,433,409,0,instafake
1,0.0,73,0,1,199,61,0,instafake
1,0.0,0,0,3,322,257,0,instafake
1,0.0,0,0,1,183,155,0,instafake
1,0.0,0,0,6,152,966,0,instafake
1,0.0,83,0,6,149,822,0,instafake
1,0.0,108,0,3,247,316,0,instafake
1,0.13333333333333333,84,0,8,694,3255,0,instafake
1,0.3076923076923077,10,0,8,287,1459,0,instafake
1,0.2,82,0,9,801,4536,0,instafake
1,0.0,54,0,3,21,586,0,instafake
1,0.0,135,0,2,12,202,0,instafake
1,0.21428571428571427,15,0,3,125,691,0,instafake
1,0.0,70,0,2,25,765,0,instafake
1,0.0,75,0,3,116,1265,0,instafake
1,0.0,0,0,5,140,288,0,instafake
1,0.0,57,0,7,47,61,0,instafake
1,0.16666666666666666,0,1,3,89,112,0,instafake
1,0.2857142857142857,0,1,1,12,28,0,instafake
1,0.0,0,1,7,338,435,0,instafake
1,0.0,24,0,2,875,1027,0,instafake
1,0.0,48,1,8,359,586,0,instafake
1,0.0,32,1,5,353,733,0,instafake
1,0.0,0,0,7,49,326,0,instafake
1,0.0,0,1,3,47,124,0,instafake
0,0.0,3,0,4,40,118,0,instafake
1,0.0,37,1,9,282,377,0,instafake
1,0.0,0,1,5,160,304,0,instafake
1,0.0,54,0,6,605,525,0,instafake
1,0.06666666666666667,130,0,9,816,646,0,instafake
1,0.0,8,1,4,288,365,0,instafake
1,0.0,27,1,8,239,416,0,instafake
1,0.0,0,1,8,153,253,0,instafake
1,0.2857142857142857,0,0,1,21,63,0,instafake
1,0.0,0,1,1,41,93,0,instafake
1,0.0,0,0,4,32,48,0,instafake
1,0.0,56,1,8,13,73,0,instafake
1,0.2222222222222222,149,0,1,30,347,0,instafake
1,0.0,0,0,8,443,1821,0,instafake
1,0.3333333333333333,67,0,6,517,1693,0,instafake
1,0.0,0,1,8,144,651,0,instafake
1,0.0,0,0,8,98,937,0,instafake
1,0.16666666666666666,0,1,9,177,237,0,instafake
1,0.07692307692307693,27,1,1,295,378,0,instafake
1,0.0,0,0,8,156,165,0,instafake
1,0.0,105,0,7,5,46,0,instafake
1,0.16666666666666666,0,0,4,207,258,0,instafake
1,0.0,105,0,5,316,496,0,instafake
1,0.0,0,1,1,22,46,0,instafake
1,0.0,0,1,4,70,160,0,instafake
1,0.0,7,1,4,146,203,0,instafake
1,0.0,0,1,3,261,488,0,instafake
1,0.0,6,1,3,342,465,0,instafake
1,0.0,0,1,9,183,401,0,instafake
1,0.0,97,0,9,250,796,0,instafake
1,0.0,3,1,9,96,134,0,instafake
1,0.0,139,0,6,145,327,0,instafake
1,0.4,0,1,4,146,166,0,instafake
0,0.0,0,0,2,44,361,0,instafake
1,0.0,113,0,6,792,3126,0,instafake
1,0.0,110,0,5,312,2275,0,instafake
1,0.25,0,1,5,283,477,0,instafake
1,0.125,0,0,9,1002,4209,0,instafake
1,0.0,93,0,2,234,658,0,instafake
1,0.0,0,0,2,160,177,0,instafake
1,0.18181818181818182,0,0,9,207,553,0,instafake
1,0.0,21,0,4,46,22,0,instafake
1,0.0,22,0,5,154,147,0,instafake
1,0.0,47,0,6,60,58,0,instafake
1,0.0,0,0,1,149,123,0,instafake
1,0.0,0,1,3,188,504,0,instafake
1,0.1,0,0,3,401,2117,0,instafake
1,0.0,145,0,9,239,1134,0,instafake
1,0.0,0,0,7,91,149,0,instafake
1,0.0,28,0,1,78,783,0,instafake
1,0.36363636363636365,44,0,4,135,517,0,instafake
1,0.0,71,0,4,203,823,0,instafake
1,0.27,53,0,32,1000,955,0,ifsg
1,0.0,44,0,286,2740,533,0,ifsg
1,0.1,0,1,13,159,98,0,ifsg
1,0.0,82,0,679,414,651,0,ifsg
1,0.0,0,1,6,151,126,0,ifsg
1,0.0,81,0,344,669987,150,0,ifsg
1,0.0,50,0,16,122,177,0,ifsg
1,0.0,0,0,33,1078,76,0,ifsg
1,0.0,71,0,72,1824,2713,0,ifsg
1,0.0,40,0,213,12945,813,0,ifsg
1,0.0,54,0,648,9884,1173,0,ifsg
1,0.0,54,0,76,1188,365,0,ifsg
1,0.0,0,0,298,945,583,0,ifsg
1,0.0,103,0,117,12033,248,0,ifsg
1,0.0,98,0,487,1962,2701,0,ifsg
1,0.0,46,0,254,50374,900,0,ifsg
1,0.0,0,0,59,7007,289,0,ifsg
1,0.29,48,0,1570,1128,694,0,ifsg
1,0.0,63,0,378,34670,1878,0,ifsg
1,0.0,106,0,526,2338,776,0,ifsg
1,0.0,40,0,228,3516,999,0,ifsg
1,0.0,35,1,35,1809,416,0,ifsg
1,0.0,30,0,281,427,470,0,ifsg
