profile_pic,username_digit_ratio,description_length,private,posts_count,followers_count,follows_count,fake,source_dataset,log_followers,log_follows,log_posts,followers_per_post,follows_to_followers,engagement_ratio,social_reach,has_no_posts,has_many_follows,has_many_followers,follow_activity_score
1,0.0,3,0,3,307,4887,1,instafake,5.730099782973574,8.494538500851432,1.3862943611198906,76.75,15.866883116883116,0.0005774783445620789,0.059095283926852746,0,1,0,2
1,0.0,0,1,0,105,167,0,instafake,4.663439094112067,5.123963979403259,0.0,105.0,1.5754716981132075,0.0,0.38461538461538464,1,0,0,2
1,0.57,0,1,7,9,82,1,ifsg,2.302585092994046,4.418840607796598,2.0794415416798357,1.125,8.2,0.07608695652173914,0.09782608695652174,0,0,0,1
1,0.0,150,1,615,1121,1118,0,instafake,7.022868086082641,7.020190708311925,6.423246963533519,1.8198051948051948,0.9964349376114082,0.27455357142857145,0.5004464285714286,0,0,1,0
1,0.0,39,1,23,242,299,0,instafake,5.493061443340548,5.703782474656201,3.1780538303479458,10.083333333333334,1.2304526748971194,0.042435424354243544,0.44649446494464945,0,0,0,1
1,0.38,0,1,92,19,31,1,ifsg,2.995732273553991,3.4657359027997265,4.532599493153256,0.20430107526881722,1.55,1.803921568627451,0.37254901960784315,0,0,0,1
0,0.33,0,0,0,10,18,1,ifsg,2.3978952727983707,2.9444389791664403,0.0,10.0,1.6363636363636365,0.0,0.3448275862068966,1,0,0,2
1,0.0,0,1,38,413,677,0,instafake,6.025865973825314,6.519147287940395,3.6635616461296463,10.58974358974359,1.6352657004830917,0.034830430797433545,0.3785517873510541,0,0,0,1
1,0.0,139,0,36,1504,52,0,ifsg,7.316548177182976,3.970291913552122,3.6109179126442243,40.648648648648646,0.0345514950166113,0.023121387283236993,0.9659601798330122,0,0,1,0
1,0.0,0,1,5,160,304,0,instafake,5.081404364984463,5.720311776607412,1.791759469228055,26.666666666666668,1.8881987577639752,0.010752688172043012,0.34408602150537637,0,0,0,1
1,0.0,36,0,221,579,413,0,instafake,6.363028103540465,6.025865973825314,5.402677381872279,2.608108108108108,0.7120689655172414,0.22255790533736153,0.5830815709969789,0,0,0,0
1,0.0,0,0,98,4328,418,0,ifsg,8.37309184744198,6.037870919922137,4.59511985013459,43.717171717171716,0.09655809655809656,0.020644617653254687,0.9117337265641458,0,0,1,0
0,0.0,3,0,1,197,131,0,instafake,5.288267030694535,4.882801922586371,0.6931471805599453,98.5,0.6616161616161617,0.00303951367781155,0.5987841945288754,0,0,0,0
1,0.0,0,1,298,397,371,0,instafake,5.986452005284438,5.918893854273146,5.700443573390687,1.3277591973244147,0.9321608040201005,0.38751625487646296,0.5162548764629389,0,0,0,0
1,0.0,2,1,16,290,517,0,instafake,5.673323267171493,6.249975242259483,2.833213344056216,17.058823529411764,1.7766323024054982,0.019801980198019802,0.3589108910891089,0,0,0,1
1,0.5555555555555556,0,0,1,288,4276,1,instafake,5.666426688112432,8.361007108226909,0.6931471805599453,144.0,14.795847750865052,0.0002190580503833516,0.06308871851040526,0,1,0,2
1,0.0,146,0,145,573,474,0,ifsg,6.352629396319567,6.163314804034641,4.983606621708336,3.9246575342465753,0.8257839721254355,0.1383587786259542,0.5467557251908397,0,0,0,0
1,0.0,32,1,8,321,330,0,instafake,5.7745515455444085,5.802118375377063,2.1972245773362196,35.666666666666664,1.0248447204968945,0.012269938650306749,0.49233128834355827,0,0,0,1
1,0.0,0,0,3,93,139,0,instafake,4.543294782270004,4.941642422609304,1.3862943611198906,23.25,1.4787234042553192,0.012875536480686695,0.39914163090128757,0,0,0,1
1,0.0,0,1,37,167,294,0,instafake,5.123963979403259,5.68697535633982,3.6375861597263857,4.394736842105263,1.75,0.08008658008658008,0.36147186147186144,0,0,0,1
1,0.0,58,1,58,589,601,0,instafake,6.380122536899765,6.400257445308821,4.07753744390572,9.983050847457626,1.0186440677966102,0.04869857262804366,0.4945424013434089,0,0,0,1
1,0.0,0,1,1,93,51,0,instafake,4.543294782270004,3.9512437185814275,0.6931471805599453,46.5,0.5425531914893617,0.006896551724137931,0.6413793103448275,0,0,0,0
0,0.0,0,1,1,38,158,0,instafake,3.6635616461296463,5.0689042022202315,0.6931471805599453,19.0,4.051282051282051,0.005076142131979695,0.19289340101522842,0,0,0,1
1,0.0,5,1,113,972,732,0,instafake,6.880384082186005,6.597145701886651,4.736198448394496,8.526315789473685,0.7523124357656732,0.06627565982404691,0.5700879765395894,0,0,1,0
1,0.0,0,1,119,393,502,0,ifsg,5.976350909297934,6.220590170099739,4.787491742782046,3.275,1.2741116751269035,0.1328125,0.43861607142857145,0,0,0,1
1,0.0,0,1,5,69,100,0,instafake,4.248495242049359,4.61512051684126,1.791759469228055,11.5,1.4285714285714286,0.029411764705882353,0.40588235294117647,0,0,0,1
1,0.0,0,1,84,325,523,0,instafake,5.786897381366708,6.261491684321042,4.442651256490317,3.823529411764706,1.6042944785276074,0.0989399293286219,0.3828032979976443,0,0,0,1
1,0.0,12,0,20,58,170,0,instafake,4.07753744390572,5.14166355650266,3.044522437723423,2.761904761904762,2.8813559322033897,0.08733624454148471,0.25327510917030566,0,0,0,1
1,0.0,0,0,114,490,1093,0,ifsg,6.19644412779452,6.9975959829819265,4.74493212836325,4.260869565217392,2.2260692464358454,0.07196969696969698,0.30934343434343436,0,0,0,1
1,0.0,0,0,1,39,324,1,ifsg,3.6888794541139363,5.783825182329737,0.6931471805599453,19.5,8.1,0.0027472527472527475,0.10714285714285714,0,0,0,1
1,0.0,8,1,85,668,605,0,ifsg,6.505784060128229,6.406879986069314,4.454347296253507,7.767441860465116,0.9043348281016442,0.06671899529042387,0.5243328100470958,0,0,0,0
1,0.0,53,0,0,87,851,1,instafake,4.477336814478207,6.747586526829315,0.0,87.0,9.670454545454545,0.0,0.0926517571884984,1,0,0,2
0,0.88,0,0,1,34,36,1,ifsg,3.5553480614894135,3.6109179126442243,0.6931471805599453,17.0,1.0285714285714285,0.014084507042253521,0.4788732394366197,0,0,0,1
1,0.0,0,1,30,1221,999,0,instafake,7.108244139731541,6.907755278982137,3.4339872044851463,39.38709677419355,0.8175122749590835,0.0135074290859973,0.5497523638000901,0,0,1,0
0,0.31,0,0,0,6,15,1,ifsg,1.9459101490553132,2.772588722239781,0.0,6.0,2.142857142857143,0.0,0.2727272727272727,1,0,0,2
1,0.0,27,1,37,302,306,0,instafake,5.713732805509369,5.726847747587197,3.6375861597263857,7.947368421052632,1.00990099009901,0.060755336617405585,0.49589490968801314,0,0,0,1
1,0.58,0,0,21,356,2176,1,ifsg,5.877735781779639,7.685703061234547,3.091042453358316,16.181818181818183,6.095238095238095,0.008290564547966837,0.1405448085274378,0,1,0,2
1,0.0,85,1,0,124,1411,1,instafake,4.8283137373023015,7.252762418053187,0.0,124.0,11.288,0.0,0.08072916666666667,1,1,0,3
0,0.9090909090909092,0,0,0,228,1779,1,instafake,5.43372200355424,7.484368643286131,0.0,228.0,7.7685589519650655,0.0,0.11354581673306773,1,1,0,3
1,0.0,35,1,91,725,733,0,instafake,6.587550014824796,6.598509028614515,4.5217885770490405,7.880434782608695,1.0096418732782368,0.06237148732008225,0.49691569568197397,0,0,0,1
1,0.0,0,0,3,833,3572,1,ifsg,6.726233402358747,8.181160858023409,1.3862943611198906,208.25,4.2829736211031175,0.0006808896958692692,0.1890603722197004,0,1,0,2
1,0.16,146,1,0,1,13,1,ifsg,0.6931471805599453,2.6390573296152584,0.0,1.0,6.5,0.0,0.06666666666666667,1,0,0,2
1,0.0,15,1,124,421,424,0,instafake,6.045005314036012,6.052089168924417,4.8283137373023015,3.368,1.004739336492891,0.14657210401891252,0.49763593380614657,0,0,0,1
1,0.0,26,0,0,315,363,0,instafake,5.755742213586912,5.8971538676367405,0.0,315.0,1.1487341772151898,0.0,0.4639175257731959,1,0,0,2
0,0.0,0,0,0,15,4,1,ifsg,2.772588722239781,1.6094379124341003,0.0,15.0,0.25,0.0,0.75,1,0,0,1
1,0.0,0,1,25,377,508,0,instafake,5.934894195619588,6.2324480165505225,3.258096538021482,14.5,1.343915343915344,0.028216704288939052,0.4255079006772009,0,0,0,1
1,0.0,0,0,33,1078,76,0,ifsg,6.983789965258135,4.343805421853684,3.5263605246161616,31.705882352941178,0.07043558850787766,0.02857142857142857,0.9333333333333333,0,0,1,0
1,0.0,0,1,125,630,755,0,instafake,6.447305862541213,6.628041376179533,4.836281906951478,5.0,1.196513470681458,0.09018759018759019,0.45454545454545453,0,0,0,1
1,0.0,42,1,85,278,458,0,instafake,5.631211781821365,6.129050210060545,4.454347296253507,3.2325581395348837,1.6415770609318996,0.11533242876526459,0.37720488466757124,0,0,0,1
1,0.12,0,0,2,102,109,1,ifsg,4.634728988229636,4.700480365792417,1.0986122886681098,34.0,1.058252427184466,0.009433962264150943,0.4811320754716981,0,0,0,1
1,0.0,0,1,582,1002,1089,0,instafake,6.910750787961936,6.993932975223189,6.368187186350492,1.718696397941681,1.0857427716849453,0.27820267686424477,0.4789674952198853,0,0,1,1
1,0.0,100,0,132,1011,262,0,instafake,6.919683849847411,5.572154032177765,4.890349128221754,7.601503759398496,0.25889328063241107,0.10361067503924647,0.793563579277865,0,0,1,0
0,0.33,2,1,3,21,733,1,ifsg,3.091042453358316,6.598509028614515,1.3862943611198906,5.25,33.31818181818182,0.003973509933774834,0.02781456953642384,0,0,0,1
1,0.0,71,0,149,10240,1255,0,ifsg,9.234154550075438,7.135687347028144,5.0106352940962555,68.26666666666667,0.12254662630602481,0.012961029923451635,0.8907446068197634,0,0,1,0
1,0.1875,30,0,11,696,769,0,instafake,6.546785410760524,6.646390514847729,2.4849066497880004,58.0,1.103299856527977,0.007503410641200546,0.4747612551159618,0,0,0,1
1,0.15,0,0,204,139,61,0,ifsg,4.941642422609304,4.127134385045092,5.3230099791384085,0.6780487804878049,0.4357142857142857,1.0149253731343284,0.6915422885572139,0,0,0,0
1,0.0,131,0,2,45834,280,0,ifsg,10.732803270395875,5.638354669333745,1.0986122886681098,15278.0,0.006108868768408422,4.3369836278868045e-05,0.993906538002819,0,0,1,0
1,0.0,59,0,301,1057,524,0,ifsg,6.964135612418245,6.263398262591624,5.71042701737487,3.5,0.4952741020793951,0.1902654867256637,0.668141592920354,0,0,1,0
1,0.0,19,1,3,274,267,0,instafake,5.616771097666572,5.5909869805108565,1.3862943611198906,68.5,0.9709090909090909,0.005535055350553505,0.5055350553505535,0,0,0,0
1,0.0,73,0,1,199,61,0,instafake,5.298317366548036,4.127134385045092,0.6931471805599453,99.5,0.305,0.0038314176245210726,0.7624521072796935,0,0,0,0
0,0.45,0,0,0,33,4,1,ifsg,3.5263605246161616,1.6094379124341003,0.0,33.0,0.11764705882352941,0.0,0.868421052631579,1,0,0,1
1,0.0,0,1,23,374,311,0,instafake,5.926926025970411,5.7430031878094825,3.1780538303479458,15.583333333333334,0.8293333333333334,0.033527696793002916,0.5451895043731778,0,0,0,0
1,0.0,97,1,188,202,605,0,ifsg,5.313205979041787,6.406879986069314,5.241747015059643,1.0687830687830688,2.980295566502463,0.23267326732673269,0.25,0,0,0,1
0,0.0,20,1,0,607,7455,1,instafake,6.410174881966167,8.916774356365426,0.0,607.0,12.261513157894736,0.0,0.07528215304477241,1,1,0,3
1,0.0,26,1,340,545,995,0,instafake,6.302618975744905,6.903747257584598,5.831882477283517,1.598240469208211,1.8223443223443223,0.22063595068137573,0.3536664503569111,0,0,0,1
1,0.1666666666666666,67,1,12,512,365,0,instafake,6.240275845170769,5.902633333401366,2.5649493574615367,39.38461538461539,0.7115009746588694,0.01366742596810934,0.5831435079726651,0,0,0,0
1,0.0,0,1,114,423,523,0,instafake,6.049733455231958,6.261491684321042,4.74493212836325,3.6782608695652175,1.2334905660377358,0.12038014783526928,0.44667370644139387,0,0,0,1
1,0.0,0,1,169,213,406,0,instafake,5.365976015021851,6.008813185442595,5.135798437050262,1.2529411764705882,1.897196261682243,0.2725806451612903,0.3435483870967742,0,0,0,1
1,0.0,0,1,10,167,387,0,ifsg,5.123963979403259,5.961005339623274,2.3978952727983707,15.181818181818182,2.3035714285714284,0.018018018018018018,0.3009009009009009,0,0,0,1
0,0.0,0,1,0,0,0,1,ifsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1,0.0,1,1,984,615,1187,0,instafake,6.423246963533519,7.080026499922591,6.892641641172089,0.6243654822335025,1.926948051948052,0.5457570715474209,0.3410981697171381,0,0,0,1
1,0.0,9,1,8,160,169,0,instafake,5.081404364984463,5.135798437050262,2.1972245773362196,17.77777777777778,1.049689440993789,0.024242424242424242,0.48484848484848486,0,0,0,1
1,0.0,39,1,5,83,119,0,instafake,4.430816798843313,4.787491742782046,1.791759469228055,13.833333333333334,1.4166666666666667,0.024630541871921183,0.4088669950738916,0,0,0,1
1,0.0,0,1,3,1,80,1,ifsg,0.6931471805599453,4.394449154672439,1.3862943611198906,0.25,40.0,0.036585365853658534,0.012195121951219513,0,0,0,1
1,0.0,71,0,4,203,823,0,instafake,5.318119993844216,6.714170529909472,1.6094379124341003,40.6,4.034313725490196,0.0038948393378773127,0.1976630963972736,0,0,0,1
1,0.43,5,0,6,66,161,1,ifsg,4.204692619390966,5.087596335232384,1.9459101490553132,9.428571428571429,2.4029850746268657,0.02631578947368421,0.2894736842105263,0,0,0,1
1,0.0,79,0,116,65,67,0,instafake,4.189654742026425,4.219507705176107,4.762173934797756,0.5555555555555556,1.0151515151515151,0.8721804511278195,0.48872180451127817,0,0,0,1
1,0.0,0,1,8,340,343,0,instafake,5.831882477283517,5.840641657373398,2.1972245773362196,37.77777777777778,1.0058651026392962,0.011695906432748537,0.49707602339181284,0,0,0,1
1,0.0,0,0,0,168,10,0,instafake,5.1298987149230735,2.3978952727983707,0.0,168.0,0.05917159763313609,0.0,0.9385474860335196,1,0,0,1
1,0.0,1,1,93,630,641,0,instafake,6.447305862541213,6.464588303689961,4.543294782270004,6.702127659574468,1.0158478605388273,0.07311320754716981,0.49528301886792453,0,0,0,1
1,0.0,23,0,433,3678,1359,0,ifsg,8.210396255104774,7.215239978730097,6.073044534100405,8.474654377880185,0.36939385702636585,0.08594680428741563,0.7300516077808654,0,0,1,0
1,0.0,53,1,71,530,597,0,instafake,6.274762021241939,6.393590753950631,4.276666119016055,7.361111111111111,1.1242937853107344,0.06294326241134751,0.4698581560283688,0,0,0,1
0,0.4444444444444444,0,1,0,0,848,1,instafake,0.0,6.744059186311348,0.0,0.0,848.0,0.0,0.0,1,0,0,2
1,0.0,57,1,313,1532,1431,0,instafake,7.334981878871814,7.266827347520591,5.749392985908253,4.8789808917197455,0.9334637964774951,0.10560053981106612,0.5168690958164642,0,1,1,1
1,0.0,32,1,48,386,482,0,instafake,5.958424693029782,6.180016653652572,3.8918202981106265,7.877551020408164,1.2454780361757105,0.05523590333716916,0.4441887226697353,0,0,0,1
1,0.91,0,0,0,75,26,1,ifsg,4.330733340286331,3.295836866004329,0.0,75.0,0.34210526315789475,0.0,0.7352941176470589,1,0,0,1
1,0.0,0,1,1,106,147,0,instafake,4.672828834461906,4.997212273764115,0.6931471805599453,53.0,1.3738317757009346,0.003937007874015748,0.41732283464566927,0,0,0,1
1,0.0,45,0,114,561,508,0,instafake,6.331501849893691,6.2324480165505225,4.74493212836325,4.878260869565217,0.9039145907473309,0.10654205607476636,0.5242990654205607,0,0,0,0
1,0.0,66,1,11,347,407,0,instafake,5.8522024797744745,6.0112671744041615,2.4849066497880004,28.916666666666668,1.1695402298850575,0.01456953642384106,0.4596026490066225,0,0,0,1
1,0.0,26,1,19,350,393,0,instafake,5.860786223465865,5.976350909297934,2.995732273553991,17.5,1.1196581196581197,0.025537634408602152,0.47043010752688175,0,0,0,1
1,0.0,24,1,6,207,225,0,instafake,5.337538079701318,5.420534999272286,1.9459101490553132,29.571428571428573,1.0817307692307692,0.013856812933025405,0.4780600461893764,0,0,0,1
1,0.1,0,1,5,6,24,1,ifsg,1.9459101490553132,3.2188758248682006,1.791759469228055,1.0,3.4285714285714284,0.16129032258064516,0.1935483870967742,0,0,0,1
1,0.0,0,1,8,189,272,0,instafake,5.247024072160486,5.60947179518496,2.1972245773362196,21.0,1.431578947368421,0.017316017316017316,0.4090909090909091,0,0,0,1
1,0.0,47,1,9,399,364,0,instafake,5.991464547107982,5.8998973535824915,2.302585092994046,39.9,0.91,0.011780104712041885,0.5222513089005235,0,0,0,0
1,0.0,0,1,25,510,594,0,instafake,6.236369590203704,6.38856140554563,3.258096538021482,19.615384615384617,1.162426614481409,0.02262443438914027,0.46153846153846156,0,0,0,1
1,0.33,0,0,0,43,221,1,ifsg,3.784189633918261,5.402677381872279,0.0,43.0,5.0227272727272725,0.0,0.16226415094339622,1,0,0,2
1,0.0,0,0,0,52,4614,1,instafake,3.970291913552122,8.437067146936952,0.0,52.0,87.05660377358491,0.0,0.011142061281337047,1,1,0,3
1,0.0,39,1,251,223,694,0,ifsg,5.4116460518550396,6.543911845564792,5.529429087511423,0.8849206349206349,3.0982142857142856,0.27342047930283225,0.2429193899782135,0,0,0,1
1,0.0,82,1,48,456,545,0,instafake,6.124683390894205,6.302618975744905,3.8918202981106265,9.306122448979592,1.1925601750547046,0.04790419161676647,0.4550898203592814,0,0,0,1
1,0.0,21,1,23,236,338,0,instafake,5.4680601411351315,5.82600010738045,3.1780538303479458,9.833333333333334,1.4261603375527425,0.04,0.41043478260869565,0,0,0,1
1,0.0,28,1,8,323,326,0,instafake,5.780743515792329,5.7899601708972535,2.1972245773362196,35.888888888888886,1.0061728395061729,0.012307692307692308,0.4969230769230769,0,0,0,1
1,0.0,24,0,20,699,599,0,ifsg,6.551080335043404,6.396929655216146,3.044522437723423,33.285714285714285,0.8557142857142858,0.015396458814472672,0.5381062355658198,0,0,0,0
1,0.0,0,1,698,1926,1410,0,ifsg,7.563719668414366,7.252053951852814,6.54965074223381,2.755364806866953,0.7317073170731707,0.20916991309559485,0.5771651183697932,0,1,1,1
1,0.0,11,1,44,748,996,0,instafake,6.618738983517219,6.904750769961838,3.8066624897703196,16.622222222222224,1.32977303070761,0.02521489971346705,0.42865329512893985,0,0,0,1
1,0.4444444444444444,8,0,86,489,473,0,instafake,6.194405391104672,6.161207321695077,4.465908118654584,5.620689655172414,0.9653061224489796,0.0893042575285566,0.5077881619937694,0,0,0,0
1,0.31,0,1,0,25,86,1,ifsg,3.258096538021482,4.465908118654584,0.0,25.0,3.3076923076923075,0.0,0.22321428571428573,1,0,0,2
0,0.2352941176470588,0,0,0,35,4621,1,instafake,3.58351893845611,8.438582790834326,0.0,35.0,128.36111111111111,0.0,0.00751556796220743,1,1,0,3
1,0.0,47,0,6,60,58,0,instafake,4.110873864173311,4.07753744390572,1.9459101490553132,8.571428571428571,0.9508196721311475,0.05042016806722689,0.5042016806722689,0,0,0,0
1,0.0,31,0,3,433,409,0,instafake,6.073044534100405,6.016157159698354,1.3862943611198906,108.25,0.9423963133640553,0.0035587188612099642,0.5136417556346382,0,0,0,0
1,0.33,45,1,8,130,622,0,ifsg,4.875197323201151,6.434546518787453,2.1972245773362196,14.444444444444445,4.748091603053435,0.010624169986719787,0.17264276228419656,0,0,0,1
0,0.5,0,1,0,6,37,1,ifsg,1.9459101490553132,3.6375861597263857,0.0,6.0,5.285714285714286,0.0,0.13636363636363635,1,0,0,2
1,0.0,0,1,51,224,287,0,instafake,5.41610040220442,5.662960480135946,3.9512437185814275,4.3076923076923075,1.2755555555555556,0.099609375,0.4375,0,0,0,1
1,0.0,0,0,0,258,238,0,instafake,5.556828061699537,5.476463551931511,0.0,258.0,0.918918918918919,0.0,0.5191146881287726,1,0,0,1
0,0.0,0,0,0,48,6,1,ifsg,3.8918202981106265,1.9459101490553132,0.0,48.0,0.12244897959183673,0.0,0.8727272727272727,1,0,0,1
1,0.0,0,0,18,340,806,0,instafake,5.831882477283517,6.693323668269949,2.9444389791664403,17.894736842105264,2.3636363636363638,0.015693112467306015,0.29642545771578027,0,0,0,1
1,0.4545454545454545,0,1,8,109,1722,1,instafake,4.700480365792417,7.45182223652793,2.1972245773362196,12.11111111111111,15.654545454545454,0.004366812227074236,0.05949781659388646,0,1,0,2
0,0.0,0,0,0,351,2663,1,ifsg,5.863631175598097,7.88758403166028,0.0,351.0,7.565340909090909,0.0,0.11641791044776119,1,1,0,3
1,0.0,4,0,42,717,223,0,ifsg,6.576469569048224,5.4116460518550396,3.7612001156935624,16.674418604651162,0.31058495821727017,0.044633368756641874,0.7619553666312433,0,0,0,0
1,0.1428571428571428,0,1,1,235,7202,1,instafake,5.4638318050256105,8.882252884889363,0.6931471805599453,117.5,30.516949152542374,0.00013444474321054048,0.03159451465447701,0,1,0,2
1,0.0,11,1,2,295,302,0,instafake,5.69035945432406,5.713732805509369,1.0986122886681098,98.33333333333333,1.0202702702702702,0.0033444816053511705,0.49331103678929766,0,0,0,1
1,0.0,63,1,29,661,628,0,instafake,6.495265555937008,6.444131256700441,3.4011973816621555,22.033333333333335,0.9486404833836858,0.02248062015503876,0.5124031007751938,0,0,0,0
0,0.0,0,1,4,14,1229,1,instafake,2.70805020110221,7.114769448366463,1.6094379124341003,2.8,81.93333333333334,0.003215434083601286,0.011254019292604502,0,0,0,1
1,0.0,0,1,388,730,413,0,ifsg,6.594413459749778,6.025865973825314,5.963579343618446,1.8766066838046271,0.5649794801641587,0.33916083916083917,0.6381118881118881,0,0,0,0
1,0.0,14,1,33,194,219,0,instafake,5.272999558563747,5.393627546352362,3.5263605246161616,5.705882352941177,1.123076923076923,0.07971014492753623,0.46859903381642515,0,0,0,1
0,0.4,0,1,53,322,1496,0,instafake,5.777652323222656,7.311218384419629,3.9889840465642745,5.962962962962963,4.631578947368421,0.029136888400219902,0.17702034084661902,0,1,0,2
1,0.0,62,0,403,8711,345,0,ifsg,9.072456664612796,5.846438775057725,6.0014148779611505,21.56188118811881,0.039600550964187325,0.04449596996798057,0.961797504692503,0,0,1,0
1,0.4444444444444444,0,0,1,429,449,0,instafake,6.063785208687608,6.1092475827643655,0.6931471805599453,214.5,1.044186046511628,0.0011376564277588168,0.4880546075085324,0,0,0,1
1,0.0,5,0,99,473,614,0,instafake,6.161207321695077,6.421622267806518,4.605170185988092,4.73,1.2953586497890295,0.09099264705882353,0.43474264705882354,0,0,0,1
1,0.0,0,0,5,137,1096,0,instafake,4.927253685157205,7.00033446027523,1.791759469228055,22.833333333333332,7.942028985507246,0.004051863857374392,0.11102106969205834,0,0,0,1
1,0.0,5,1,60,2598,802,0,ifsg,7.8628820346414905,6.688354713946762,4.110873864173311,42.59016393442623,0.3085802231627549,0.017641870038224053,0.7638929726551015,0,0,1,0
1,0.0,77,0,22,150,149,0,instafake,5.017279836814924,5.0106352940962555,3.1354942159291497,6.521739130434782,0.9867549668874173,0.07333333333333333,0.5,0,0,0,0
1,0.0,22,1,25,298,298,0,instafake,5.700443573390687,5.700443573390687,3.258096538021482,11.461538461538462,0.9966555183946488,0.04187604690117253,0.4991624790619765,0,0,0,0
1,0.0,25,1,164,409,407,0,instafake,6.016157159698354,6.0112671744041615,5.10594547390058,2.478787878787879,0.9926829268292683,0.200734394124847,0.5006119951040392,0,0,0,0
1,0.1818181818181818,0,0,5,282,2517,1,instafake,5.645446897643238,7.831220214604293,1.791759469228055,47.0,8.89399293286219,0.0017857142857142857,0.10071428571428571,0,1,0,2
1,0.0,18,1,36,199,272,0,instafake,5.298317366548036,5.60947179518496,3.6109179126442243,5.378378378378378,1.36,0.07627118644067797,0.4216101694915254,0,0,0,1
1,0.0,14,0,16,346,303,0,instafake,5.849324779946859,5.717027701406222,2.833213344056216,20.352941176470587,0.8731988472622478,0.024615384615384615,0.5323076923076923,0,0,0,0
0,0.0,0,0,0,26,142,1,instafake,3.295836866004329,4.962844630259907,0.0,26.0,5.2592592592592595,0.0,0.15384615384615385,1,0,0,2
1,0.0,0,1,3,47,124,0,instafake,3.871201010907891,4.8283137373023015,1.3862943611198906,11.75,2.5833333333333335,0.01744186046511628,0.27325581395348836,0,0,0,1
1,0.0,0,0,3,163,6747,1,instafake,5.099866427824199,8.817001443665859,1.3862943611198906,40.75,41.140243902439025,0.0004340905802344089,0.023585588192736217,0,1,0,2
0,0.25,0,0,0,20,7,1,ifsg,3.044522437723423,2.0794415416798357,0.0,20.0,0.3333333333333333,0.0,0.7142857142857143,1,0,0,1
1,0.0,38,0,289,1209,1093,0,instafake,7.098375638590786,6.9975959829819265,5.66988092298052,4.1689655172413795,0.903305785123967,0.12548849326964828,0.5249674337820235,0,0,1,0
1,0.1333333333333333,84,0,8,694,3255,0,instafake,6.543911845564792,8.08825472712243,2.1972245773362196,77.11111111111111,4.683453237410072,0.0020253164556962027,0.17569620253164556,0,1,0,2
1,0.0,0,0,174,872,772,0,instafake,6.771935555839602,6.650279048587422,5.1647859739235145,4.982857142857143,0.8843069873997709,0.10577507598784194,0.5300911854103344,0,0,0,0
1,0.0,0,1,1,0,2513,1,instafake,0.0,7.829630389150193,0.6931471805599453,0.0,2513.0,0.0003977724741447892,0.0,0,1,0,2
1,0.0,0,1,4,81,52,0,instafake,4.406719247264253,3.970291913552122,1.6094379124341003,16.2,0.6341463414634146,0.029850746268656716,0.6044776119402985,0,0,0,0
0,0.375,0,0,0,11,4677,1,instafake,2.4849066497880004,8.450625947144124,0.0,11.0,389.75,0.0,0.002345915973555129,1,1,0,3
1,0.44,30,1,33,205,164,0,ifsg,5.327876168789581,5.10594547390058,3.5263605246161616,6.029411764705882,0.7961165048543689,0.0891891891891892,0.5540540540540541,0,0,0,0
1,0.38,10,0,8,791,456,0,ifsg,6.674561391814426,6.124683390894205,2.1972245773362196,87.88888888888889,0.5757575757575758,0.00641025641025641,0.6338141025641025,0,0,0,0
0,0.24,0,0,0,55,46,1,ifsg,4.02535169073515,3.8501476017100584,0.0,55.0,0.8214285714285714,0.0,0.5392156862745098,1,0,0,1
1,0.0,9,1,0,51,78,0,instafake,3.9512437185814275,4.3694478524670215,0.0,51.0,1.5,0.0,0.3923076923076923,1,0,0,2
1,0.0,0,1,59,161,168,0,instafake,5.087596335232384,5.1298987149230735,4.0943445622221,2.683333333333333,1.037037037037037,0.1787878787878788,0.48787878787878786,0,0,0,1
1,0.0,14,0,1,320,457,0,instafake,5.771441123130016,6.126869184114185,0.6931471805599453,160.0,1.4236760124610592,0.0012853470437017994,0.41131105398457585,0,0,0,1
1,0.0,0,0,53,225,446,0,instafake,5.420534999272286,6.102558594613569,3.9889840465642745,4.166666666666667,1.9734513274336283,0.07886904761904762,0.33482142857142855,0,0,0,1
1,0.0,88,0,171,522,641,0,instafake,6.259581464064923,6.464588303689961,5.147494476813453,3.0348837209302326,1.225621414913958,0.14690721649484537,0.4484536082474227,0,0,0,1
1,0.3333333333333333,0,0,1,407,3792,1,instafake,6.0112671744041615,8.2409125416889,0.6931471805599453,203.5,9.294117647058824,0.0002380952380952381,0.09690476190476191,0,1,0,2
1,0.0,0,1,3,33,37,0,ifsg,3.5263605246161616,3.6375861597263857,1.3862943611198906,8.25,1.088235294117647,0.04225352112676056,0.4647887323943662,0,0,0,1
0,0.0,0,1,0,59,6603,1,instafake,4.0943445622221,8.795430805040018,0.0,59.0,110.05,0.0,0.008854870178598229,1,1,0,3
1,0.0,0,1,12,255,246,0,instafake,5.545177444479562,5.5093883366279774,2.5649493574615367,19.615384615384617,0.9609375,0.02390438247011952,0.5079681274900398,0,0,0,0
1,0.0,128,1,11,306,329,0,instafake,5.726847747587197,5.799092654460526,2.4849066497880004,25.5,1.0716612377850163,0.01729559748427673,0.4811320754716981,0,0,0,1
1,0.0,105,1,276,594,863,0,instafake,6.38856140554563,6.761572768804055,5.6240175061873385,2.1444043321299637,1.4504201680672268,0.18930041152263374,0.4074074074074074,0,0,0,1
