text,category,label,source
Says Donald Trump wants to replace Obamacare with a single-payer system.,political_propaganda,0,LIAR_test
"As Milwaukee County executive, Scott Walker eliminated the waiting list for long-term care for older adults through the Family Care program.",political_propaganda,1,LIAR_train
Transmission Dynamics of COVID-19 Outbreaks Associated with Child Care Facilities - Salt Lake City. on september 11 2020 this report was posted online as mmwr early release. reports suggest that children aged 10 years can efficiently transmit sars cov-2 virus that causes coronavirus disease 2019 covid-19 1.2. however limited data are available on sars cov-2 transmission from young children particularly in child care settings 3. to better understand transmission from young children contact tracing data collected from three covid-19 outbreaks in child care facilities in salt,health_misinformation,0,CoAID_News
K..u also dont msg or reply to his msg..,financial_scam,0,SMSSpam
Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,political_propaganda,0,LIAR_test
China is going to have twice the number of submarines we have in just over a decade.,political_propaganda,0,LIAR_train
A Colorado bill is “removing exemptions” for parents who don’t want to vaccinate their children in order to attend school.. see more of mujin choi on facebook,health_misinformation,1,CoAID_News
"One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.",political_propaganda,1,LIAR_train
Why Herman Cain’s Death Hasn’t Changed People’s Perspective on COVID-19. experts note that death of former republican presidential candidate herman cain has had little impact on peoples views on covid-19 pandemic. experts say part of reason is entrenched views on virus from those who agreed with cains political stances. they also note that misinformation about pandemic is also fueling peoples refusal to change their perspective. when actor tom hanks and his wife rita wilson reported they had been infected with novel coronaviru,health_misinformation,0,CoAID_News
How much would it cost to hire a hitman,financial_scam,0,SMSSpam
"Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.",political_propaganda,0,LIAR_train
This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,political_propaganda,1,LIAR_train
Says he did not vote for Nancy Pelosi for speaker of the House.,political_propaganda,1,LIAR_train
Georgias illegal-immigration legislation simply follows existing federal law.,political_propaganda,0,LIAR_train
"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent.",political_propaganda,1,LIAR_train
"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",political_propaganda,1,LIAR_test
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",financial_scam,0,SMSSpam
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",financial_scam,0,SMSSpam
Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,political_propaganda,0,LIAR_train
Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.,political_propaganda,1,LIAR_train
Says Matt Bevin has repeatedly failed to pay his taxes.,political_propaganda,1,LIAR_train
Medicine for Multiple Sclerosis Patients Inhibits Coronavirus -- At Least in a Test Tube,health_misinformation,0,CoAID_News
Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,political_propaganda,1,LIAR_train
"Couple, 90, Reunites After Wife Beats COVID-19. this website is using a security service to protect itself from online attacks",health_misinformation,0,CoAID_News
"Under Republicans, recessions happen four times as frequently as under Democrats.",political_propaganda,0,LIAR_train
Charlie Crist allowed college tuition to increase up to 15 percent every year.,political_propaganda,0,LIAR_test
"Bernie Sanders voted with Republicans to protect the Minutemen, a hate group that used military tactics against our community.",political_propaganda,0,LIAR_train
The WHO stated that asymptomatic spread of COVID-19 is “very rare” therefore physical distancing and face masks are not necessary.. see more of dan mcghee on facebook,health_misinformation,1,CoAID_News
How can ventilation reduce the risk of contracting COVID-19 in airplanes?,health_misinformation,0,CoAID_Claim
"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus",health_misinformation,1,CoAID_News
"Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.",political_propaganda,1,LIAR_train
"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.",political_propaganda,0,LIAR_train
Can you have coronavirus (COVID-19) without a fever?. fever is common symptom of coronavirus disease 19 covid-19. however some people with disease do not have fever. person may have different symptoms or none at all. according to april 2020 study about 55.5 of people with covid-19 develop fever. this suggests that substantial number of people with disease do not have this symptom. in this article we look at symptoms of covid-19 how common they are and what to do if symptoms appear. what are symptoms of co,health_misinformation,0,CoAID_News
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,financial_scam,0,SMSSpam
Georgia is the Saudi Arabia of pine trees.,political_propaganda,1,LIAR_test
I don't think that Rudy or Fred or John McCain support the marriage amendment.,political_propaganda,0,LIAR_train
Donald Trump has described Hillary Clinton as one of the best secretaries of state in history.,political_propaganda,1,LIAR_train
S:)8 min to go for lunch:),financial_scam,0,SMSSpam
"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",political_propaganda,0,LIAR_train
Describe a Team Lead’s Role in Training and Development. an electronic guide job aids self paced asynchronous elearning or live training whether through videoconference or a live course on a learning management system describing jurisdiction specific protocols for monitoring performance of case investigators. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. additionally information on this site is provided as is for users to,health_misinformation,0,CoAID_News
Nvm take ur time.,financial_scam,0,SMSSpam
The authors of a report on CIAs torture techniques never interviewed a single CIA official.,political_propaganda,0,LIAR_valid
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",financial_scam,1,SMSSpam
‘Doomscrolling’ During COVID-19: What It Does to You and How You Can Avoid It. experts say doomscrolling while seeking information on covid-19 pandemic can have numerous mental health effects. getty images increasing number of people are doomscrolling as they seek information on covid-19 pandemic. experts say obsessive searching for information can have numerous mental health effects including increase of stress. they add that staying informed and making connections while scrolling can be benefit. experts recommend that people limit their d,health_misinformation,0,CoAID_News
First COVID-19 Death Linked to Sturgis Rally. this website is using security service to protect itself from online attacks,health_misinformation,0,CoAID_News
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,financial_scam,0,SMSSpam
The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin-Milwaukee police did.,political_propaganda,0,LIAR_valid
Obamacare could force thousands of volunteer fire stations to cut service or close entirely!,political_propaganda,0,LIAR_train
I never said that Marco Rubio was Mark Zuckerbergs personal senator.,political_propaganda,1,LIAR_train
Researchers ID 6 COVID-19 Symptom Sets: How That Will Help High-Risk Patients. researchers are learning how different sets of symptoms can be warning signs for people with covid-19. getty images covid-19 presents differently in people. some experience mild or no symptoms while others may require hospitalization and oxygen support. researchers in london were able to identify which covid-19 symptom clusters tend to be more severe and require respiratory support. cough fever and changes in smell were most frequently reported symptoms followed by headaches mus,health_misinformation,0,CoAID_News
"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.. update we have updated this post and added clarification below. life comes at you fast as the saying goes or as the case may be in this era of a viral pandemic death comes at you fast. sadly it is the latter for the citizens of new york who will pay the price for gov. andrew cuomos d 2015 decision to not fix a shortfall and buy the 16,000 ventilators to shore up the states stockpile in case of a pandemic. cuomo spent more money than the cost of the ventilators on a solar panel boondogg",health_misinformation,1,CoAID_News
Key Considerations for Transferring Patients to Relief Healthcare Facilities when Responding to Community Transmission of COVID-19 in the United States. relief healthcare facilities rhfs established licensed healthcare facilities e.g. hospitals long term acute care hospitals long term care facilities and other licensed inpatient healthcare facilities that accept patient transfers or share extra resources to extend conventional standards of care to as many people as possible during crisis and therefore minimize use of crisis standards of care. crisis standards of care standards of care that reflect substantial change in usual h,health_misinformation,0,CoAID_News
Numbers Lacking on COVID-19-Infected Healthcare Workers. what your doctor is reading on medscape.com april 10 2020 -- as of april 8 california reported that 1651 healthcare workers were infected with the novel coronavirus that causes covid-19. but just how many healthcare workers are infected nationwide is unknown. although states and cities are regularly updating and publicly reporting overall covid-19 infection numbers and deaths few jurisdictions are tracking and publicly reporting how many healthcare workers have been infected. without that,health_misinformation,0,CoAID_News
Some COVID Patients Develop Guillain-Barre. tuesday april 21 2020 healthday news -- studies are beginning to show that in rare cases people with severe covid-19 may develop the serious nervous system disorder known as guillain barre syndrome. guillain barre syndrome is a well known condition in which one 's immune system targets peripheral nerves as foreign and attacks them resulting in the cardinal features of the disease explained dr. anthony geraci who directs neuromuscular medicine at northwell health in great neck n.y. t,health_misinformation,0,CoAID_News
How should baked goods and fresh produce be displayed in a food market/grocery store?,health_misinformation,0,CoAID_Claim
I will lick up every drop :) are you ready to use your mouth as well?,financial_scam,0,SMSSpam
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",political_propaganda,0,LIAR_test
How can health authorities ensure supplies of tuberculosis medicines and diagnostics?,health_misinformation,0,CoAID_Claim
Were taxing our small businesses now at rates higher than corporations.,political_propaganda,1,LIAR_test
Event Planning and COVID-19: Questions and Answers. cdc does not have limit or recommend specific number of attendees for these types of events and instead encourages event organizers to focus on ways to limit peoples contact with each other. each event organizer will need to determine appropriate number for their setting in collaboration with local health officials. they should also check state county and city rules regarding any current restrictions limiting number of attendees at events. in general number that is chosen sh,health_misinformation,0,CoAID_News
"Military spending cuts, known as the sequester, were President Barack Obamas idea.",political_propaganda,0,LIAR_test
Says Mark Pryor votes with Obama 93 percent of the time.,political_propaganda,0,LIAR_train
"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",political_propaganda,0,LIAR_test
Claims made in the viral video Plandemic include: that the virus was “manipulated” in a laboratory setting; that hydroxychloroquine is “effective against these families of viruses” and that wearing a mask “activates” the virus,health_misinformation,1,CoAID_News
"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.",political_propaganda,0,LIAR_train
"What we have now is the most generous, in my opinion, good time bill in the entire United States.",political_propaganda,1,LIAR_train
"Obama ""basically threatened to bomb Pakistan.""",political_propaganda,1,LIAR_train
"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.",political_propaganda,0,LIAR_train
Weve doubled the production of clean energy.,political_propaganda,0,LIAR_test
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",political_propaganda,0,LIAR_train
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,financial_scam,0,SMSSpam
K.k:)advance happy pongal.,financial_scam,0,SMSSpam
Just now saw your message.it k da:),financial_scam,0,SMSSpam
"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.",political_propaganda,0,LIAR_train
"Coronavirus cases reported in Rome, Georgia",health_misinformation,1,CoAID_News
"Unlike Benghazi, there were no investigations of the 1983 Beirut barracks bombing, none about key aspects of the 9/11 attacks and the Iraq War, and none about embassy attacks under George W. Bush.",political_propaganda,1,LIAR_train
McCain opposes repeal of the death tax.,political_propaganda,0,LIAR_train
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,financial_scam,1,SMSSpam
Says he helped to draft parts of the Dodd-Frank Wall Street reform bill.,political_propaganda,0,LIAR_train
Says President Barack Obama has said that everybody should hate the police.,political_propaganda,1,LIAR_valid
Characteristics Associated with Adults Remembering to Wash Hands in Multiple Situations Before and During the COVID-19 Pandemic - United States. u.s. adult internet survey respondents in june 2020 were more likely to remember to wash their hands after experiencing respiratory symptoms before eating in restaurant and before eating at home than were october 2019 survey respondents. despite improvements 75 of survey respondents reported remembering to wash their hands in these situations in 2020. washing hands often especially during times when one is likely to acquire and spread pathogens is one important measure to help prevent,health_misinformation,0,CoAID_News
ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,political_propaganda,1,LIAR_train
How the COVID-19 Outbreak Is Affecting Healthcare for People with Cancer. chemotherapy is continuing but other healthcare services are being postponed for people undergoing cancer treatment. getty images the covid-19 outbreak has disrupted healthcare services for people who are being treated for cancer. while chemotherapy is continuing other healthcare services are being postponed. experts say these delays can increase anxiety for people who are already feeling stressed about cancer. all data and statistics are based on publicly available data at the time of p,health_misinformation,0,CoAID_News
At what time are you coming.,financial_scam,0,SMSSpam
Support Services. cdc wants to learn more about the percentage of people in select counties and communities in the united states who have been infected with sars cov-2 the virus that causes covid-19. learning about infections in these communities can help cdc to understand more about how covid-19 might be spreading in other communities with similar populations. looking for past infections in the community to better understand the percentage of infections in a community cdc is collaborating with state and coun,health_misinformation,0,CoAID_News
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",financial_scam,0,SMSSpam
"Haha figures, well I found the piece and priscilla's bowl",financial_scam,0,SMSSpam
What is WHO doing to ensure that COVID-19 vaccines will be allocated fairly?,health_misinformation,0,CoAID_Claim
Staffing Resources. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. additionally information on this site is provided as is for users to evaluate and make their own determination as to their effectiveness,health_misinformation,0,CoAID_News
"Says, Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.",political_propaganda,0,LIAR_test
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,financial_scam,0,SMSSpam
Just nw i came to hme da..,financial_scam,0,SMSSpam
Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,political_propaganda,0,LIAR_test
COVID-19: Cost of care puts off 1 in 7 people from seeking. the study shines a light on the u.s. healthcare system and the barriers it places on people with low incomes from accessing healthcare. new research conducted by the analytics firm gallup and the nonprofit organization west health has found 1 in 7 people in the u.s. would avoid seeking treatment for the key symptoms of covid-19 because of concerns over cost. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our c,health_misinformation,0,CoAID_News
At WHAT TIME should i come tomorrow,financial_scam,0,SMSSpam
"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",political_propaganda,1,LIAR_train
"If you ask AmazonÕs Alexa about the origin of the coronavirus pandemic, it says Òthe government plannedÓ it",health_misinformation,1,CoAID_News
The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,political_propaganda,0,LIAR_train
The number of terrorists out there has doubled.,political_propaganda,0,LIAR_train
Coronavirus Puts UV in the Disinfectant Spotlight. this website is using a security service to protect itself from online attacks,health_misinformation,0,CoAID_News
"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",political_propaganda,0,LIAR_train
"Says that President Obama said if Congress passed the economic stimulus bill, we would have unemployment at 8 percent and no higher. And it went higher.",political_propaganda,1,LIAR_test
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,financial_scam,0,SMSSpam
"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.",political_propaganda,1,LIAR_train
"Says Judge Gonzalo Curiel is a member of a club or society, very strongly pro-Mexican.",political_propaganda,1,LIAR_train
"Says Scott Walker wants to ban common forms of birth control, including the pill.",political_propaganda,0,LIAR_train
On allowing a vote on universal gun background checks in the U.S. Senate.,political_propaganda,0,LIAR_test
ARE YOU IN TOWN? THIS IS V. IMPORTANT,financial_scam,0,SMSSpam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,financial_scam,1,SMSSpam
Long after I quit. I get on only like 5 minutes a day as it is.,financial_scam,0,SMSSpam
Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection due to breathing in her own carbon dioxide and bacteria.. see more of shawna love on facebook,health_misinformation,1,CoAID_News
Don’t Put Off Talking to Your Roommate About Social Distancing. by focusing a conversation with your roommate around your actions and the responsible steps that you are taking while social distancing you can empower them to do the same. getty images millions of americans in shared living situations across the country are facing the same dilemma how can you convince a roommate to take covid-19 social distancing and hygiene measures seriously. experts advise having an open and empathic discussion with your roommate. during the conversation stay calm a,health_misinformation,0,CoAID_News
Says he faced a record budget deficit in Virginia in 2014.,political_propaganda,1,LIAR_train
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",financial_scam,0,SMSSpam
Nice.nice.how is it working?,financial_scam,0,SMSSpam
No one interested. May be some business plan.,financial_scam,0,SMSSpam
A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.. see more of kris borg on facebook,health_misinformation,1,CoAID_News
Well boy am I glad G wasted all night at applebees for nothing,financial_scam,0,SMSSpam
"The federal government is sending refugees to states with governors who are Republicans, not to the Democrats.",political_propaganda,1,LIAR_train
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,political_propaganda,0,LIAR_train
"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",political_propaganda,0,LIAR_train
"The city of Brookhavens ordinance could cause the Pink Pony to close, thereby putting 300 Pink Pony employees out of work in this economy.",political_propaganda,0,LIAR_train
"Velly good, yes please!",financial_scam,0,SMSSpam
Additional COVID-19 Guidance for Caregivers of People Living with Dementia in Community Settings. the coronavirus disease covid-19 pandemic has touched all aspects of society including how we work. emergency responders health care workers and others providing essential services to the community have been especially stretched thin working longer hours than usual working more shifts or even over night and leaving less time to sleep and recharge. under regular circumstances adults need 79 hours of sleep per night along with opportunities for rest while awake optimal health and well,health_misinformation,0,CoAID_News
COVID-19: Cancer drug may quench inflammation in severely. an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi,health_misinformation,0,CoAID_News
Says John Cornyn dodged the draft during the Vietnam War.,political_propaganda,1,LIAR_valid
COVID-19: Practical tips on staying safe. in the face of increasingly widespread fears of a covid-19 pandemic what concrete steps can a person take right now to prevent the infection. read our practical guide based on official sources. in this special feature we explain how to maximize the chances of staying healthy during the covid-19 outbreak. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the,health_misinformation,0,CoAID_News
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",financial_scam,0,SMSSpam
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,political_propaganda,0,LIAR_train
7 Simple Ways to Protect Yourself from COVID-19 as You Leave Lockdown. maintaining several small hygiene habits can provide big protections from the novel coronavirus as you begin interacting with others in public places again. getty images despite states reopening covid-19 is still in circulation. disinfecting cell phones and other surfaces can help keep you safe. using disinfectants listed by the epa is the best way to ensure safe cleaning. all data and statistics are based on publicly available data at the time of publication. some information may be out,health_misinformation,0,CoAID_News
"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",political_propaganda,0,LIAR_train
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",political_propaganda,0,LIAR_train
Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.,political_propaganda,1,LIAR_train
We spend about 75 percent of the entire cost of the military aspect of NATO.,political_propaganda,0,LIAR_train
The President wants the U.S. to sign on to the U.N.s International Criminal Court.,political_propaganda,1,LIAR_train
Support For Teens and Young Adults. some of questions you might be asking are should i be freaking out about covid-19. and why ca nt i hang out with my friends in person. you may be feeling worried bored or frustrated. covid-19 is frightening and you are not only one feeling stressed. while anyone can catch virus that causes covid-19 and people of all ages and backgrounds can get severely ill most people have mild illness and are able to recover at home. but regardless of your personal risk it is natural,health_misinformation,0,CoAID_News
Are there alternatives to fabric masks such as face shields?,health_misinformation,0,CoAID_Claim
Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,political_propaganda,1,LIAR_train
The decision to remove Chick-fil-A from Emory University was based solely on student feedback.,political_propaganda,0,LIAR_train
Groups at Higher Risk for Severe Illness. moderate to severe asthma may put people at higher risk for severe illness from covid-19. keep your asthma under control. continue your current medications including any inhalers with steroids in them steroids is another word for corticosteroids. know how to use your inhaler. if possible have another member of your household who does nt have asthma clean and disinfect your house for you. when they use cleaning and disinfecting products have them make sure that people with asthm,health_misinformation,0,CoAID_News
Do you know what the second sport with the most concussions is? Womens soccer And the third most dangerous sport? Cheerleading.,political_propaganda,0,LIAR_train
Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,political_propaganda,1,LIAR_test
Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,political_propaganda,0,LIAR_train
Super da:)good replacement for murali,financial_scam,0,SMSSpam
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,financial_scam,0,SMSSpam
Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,political_propaganda,0,LIAR_train
I've cast a couple of 99-1 votes and been the lone dissenter.,political_propaganda,0,LIAR_train
[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,political_propaganda,1,LIAR_train
Why didnt (uninsured Americans) buy insurance? Because of the expense.,political_propaganda,0,LIAR_train
Yeah jay's sort of a fucking retard,financial_scam,0,SMSSpam
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,financial_scam,0,SMSSpam
"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",political_propaganda,0,LIAR_train
"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged",health_misinformation,1,CoAID_News
It vl bcum more difficult..,financial_scam,0,SMSSpam
Georgia has recovered more than $60 million that was lost to Medicaid fraud,political_propaganda,0,LIAR_train
"COVID-19 Daily: Hospital Hacks, Tips for Small Practices. what your doctor is reading on medscape.com march 23 2020 -- here are the latest coronavirus stories medscape 's editors around the globe think you need to know about today clinicians are developing innovative workarounds to standard practice in the face of shortages of vital equipment such as personal protective equipment ppe. to save ppe sets one advanced practice nurse at a hospital in washington state proposed moving intravenous pumps outside of covid-19 patients rooms after noticing",health_misinformation,0,CoAID_News
"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest.",political_propaganda,1,LIAR_train
Neurological Consequences of COVID-19: The 'Silent Wave',health_misinformation,0,CoAID_News
Republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.,political_propaganda,0,LIAR_train
Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”. we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter,health_misinformation,0,CoAID_News
There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,political_propaganda,0,LIAR_valid
"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",political_propaganda,0,LIAR_train
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,financial_scam,0,SMSSpam
"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",political_propaganda,1,LIAR_train
Western Europeans can fly in the United States without even having a visa.,political_propaganda,0,LIAR_valid
Says Ohio law gives tax breaks to rich people who own private jets.,political_propaganda,0,LIAR_train
Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.,political_propaganda,0,LIAR_train
Theres a mosque inside of the Pentagon.,political_propaganda,1,LIAR_train
This single single answers are we fighting? Plus i said am broke and you didnt reply,financial_scam,0,SMSSpam
"If you look at the states where soccer is most popular, theyre overwhelmingly blue states, and the states where soccer is least popular are red states.",political_propaganda,0,LIAR_train
I don't know but I'm raping dudes at poker,financial_scam,0,SMSSpam
This is the slowest job recovery since Hoover.,political_propaganda,1,LIAR_train
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),financial_scam,0,SMSSpam
Can women with confirmed or suspected COVID-19 breastfeed?,health_misinformation,0,CoAID_Claim
ÒHuge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.Ó,health_misinformation,1,CoAID_News
John McCain has changed position on invading Iraq.,political_propaganda,1,LIAR_test
NY banned cigarette sales because of the coronavirus.. governor andrew cuomo is considering a temporary six week ban on the sale of combustible cigarettes in order to reduce the states coronavirus death count a source familiar with his thinking tells the chronicle. the ban could come as soon as monday and is expected to be included in a budget measure already scheduled to be announced. new data out of italy suggest that the nations whopping coronavirus death rate now approaching 10 of those who test positive is highly correlated to cigarett,health_misinformation,1,CoAID_News
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,financial_scam,0,SMSSpam
"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",political_propaganda,1,LIAR_test
Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.,political_propaganda,1,LIAR_train
"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",political_propaganda,1,LIAR_test
"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",political_propaganda,0,LIAR_train
Nah im goin 2 the wrks with j wot bout u?,financial_scam,0,SMSSpam
"Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!",political_propaganda,0,LIAR_train
"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.",political_propaganda,1,LIAR_train
Sturgis Bike Rally: Superspreading Event or Not?. this website is using security service to protect itself from online attacks,health_misinformation,0,CoAID_News
Martin Luther King Jr. was a Republican!,political_propaganda,1,LIAR_valid
Theres going to be a slowdown and delays in flights as a result of the sequester.,political_propaganda,0,LIAR_train
Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,political_propaganda,1,LIAR_train
Boiled orange peels with cayenne pepper are a cure for coronavirus,health_misinformation,1,CoAID_News
Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,political_propaganda,1,LIAR_train
Are there any directives on office ventilation and air conditioning use?,health_misinformation,0,CoAID_Claim
Says Barack Obama said black males are two times more likely to be shot by a law enforcement officer than white males and that is a lie because there is no data.,political_propaganda,1,LIAR_train
"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",political_propaganda,1,LIAR_train
Sakineh Mohammadi Ashtiani was never sentenced to stoning.,political_propaganda,1,LIAR_train
The U.S. government has released their initial plans to force a vaccine on everyone; three potential vaccines are currently in Stage 3 trials in the U.S. and could be ready in weeks. earlier today trump administration released its plans to vaccine everyone in short time. three potential vaccines are currently in stage 3 trials in united states and could be ready in weeks president donald trump said tuesday. time is running out. and trump has military lined up and ready to distribute this vaccine to public whether you want it or not. plan is to distribute vaccine first to health care and other vital workers as well as those most vulnerable like,health_misinformation,1,CoAID_News
Where's my boytoy? I miss you ... What happened?,financial_scam,0,SMSSpam
"Household incomes are down more than $4,000 since the year 2000.",political_propaganda,0,LIAR_valid
I never called for a partition of Iraq.,political_propaganda,0,LIAR_train
Siva is in hostel aha:-.,financial_scam,0,SMSSpam
Coronavirus Social: Nurses Behaving Badly on TikTok. this website is using a security service to protect itself from online attacks,health_misinformation,0,CoAID_News
Says this House processed and approved as many bills as previous Legislatures.,political_propaganda,1,LIAR_train
Pfizer: COVID-19 Vaccine Could Arrive in October. this website is using a security service to protect itself from online attacks,health_misinformation,0,CoAID_News
New Mechanism of Action Against SARS-CoV-2 by Antiviral Drug Remdesivir,health_misinformation,0,CoAID_News
"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",political_propaganda,0,LIAR_train
